question,expected_fields
What recent updates or developments have occurred with Apple?,['news_data']
What are the five most important updates or developments related to Tesla?,['news_data']
What were the three most important recent developments related to Apple?,['news_data']
What is the latest information available regarding Apple?,['news_data']
What is the latest news report on the increase in prices of goods and services?,['news_data']
"In 2020, which company, Apple or Tesla, received more mentions in the news according to the news_data?",['news_data']
Which company has the highest amount of news coverage in the news_data?,['news_data']
Which company received the most attention in the news last week?,['news_data']
"Which company, Apple or Microsoft, has had more news coverage in the past three months based on the news_data?",['news_data']
What is the most recent information about Apple?,['news_data']
What are the most important updates or developments regarding Tesla?,['news_data']
What are the three most important updates or developments regarding Apple that have been reported in the news during the past week?,['news_data']
What are the latest updates or developments regarding Apple?,['news_data']
What is the latest news article discussing the increase in prices for everyday goods and services?,['news_data']
"In 2020, which company, Apple or Tesla, received more media coverage in the news?",['news_data']
Which company has the highest amount of news coverage in the news_data database?,['news_data']
Which company received the highest amount of news coverage in the past week based on the news_data?,['news_data']
"In the past 3 months, which company, Apple or Microsoft, has had more news coverage?",['news_data']
Have there been any recent updates or developments regarding Tesla?,['news_data']
What are the most recent news articles about the oil industry?,['news_data']
What recent articles have been written about Tesla that I can find in the news_data?,['news_data']
What are the most recent articles about Johnson & Johnson that I can find in the news_data?,['news_data']
Have there been any recent news articles discussing how tariffs are affecting the automotive industry?,['news_data']
Do you have any recent news articles on how Brexit is affecting the economy of the United Kingdom?,['news_data']
What recent information is available about Chevron that is not related to stock/finance data or information from external sources?,['news_data']
Has there been any information about the recent combining of Disney and Fox?,['news_data']
Which companies are part of the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
Has the overall price of goods and services in the United States increased or decreased compared to the previous year?,['economic_indicators.gdp_price_index']
"How is the Consumer Confidence Index calculated based on consumers' perceptions of current business and employment conditions, as well as their expectations for the future?",['economic_indicators.consumer_confidence']
How does the unemployment rate in the United States impact the performance of the real estate sector?,"['market_data.sp5er11', 'economic_indicators.unemployment_rate']"
How did the S&P 500 Composite perform over the past year?,"['external_data_source', 'market_data.s&pcomp']"
How has the S&P General Industry Classification Health Care Sector Index been performing recently?,['market_data.sp5ehcr']
Does the company belong to the S&P General Industry Classification Financials Sector Index or the S&P General Industry Classification Energy Sector Index?,"['market_data.sp5efin', 'market_data.sp5eene']"
Is the value of the REAL ESTATE SECTOR Index going up or down?,['market_data.sp5er11']
Does the S&P Real Estate Sector Index have any relationship with the Conference Board Leading Economic Indicators Index?,"['market_data.sp5er11', 'economic_indicators.leading_index']"
What is the current target rate set by the Federal Reserve for the federal funds rate in the United States?,"['economic_indicators.leading_index', 'economic_indicators.fed_funds_rate']"
What are the important words related to the latest news article in the database of news information?,['news_data']
What is the current unemployment rate in the United States?,"['economic_indicators.unemployment_rate', 'market_data.sp5eint']"
What is the current level of the ISM Purchasing Managers Index for the manufacturing sector in the United States according to the Institute for Supply Management monthly survey?,['economic_indicators.ism_mfg']
"Which sector index does the S&P General Industry Classification Information Technology Sector Index belong to, out of the ones provided?","['market_data.sp5eint', 'market_data.sp5er11']"
What does the GDP price index measure in relation to the United States economy?,['economic_indicators.gdp_price_index']
How does the ISM Purchasing Managers Index (MFG Survey) impact the Information Technology sector?,"['economic_indicators.ism_mfg', 'market_data.sp5eint']"
What sector does the company with the ticker symbol XYZ belong to according to the S&P General Industry Classification Utilities Sector Index or the S&P General Industry Classification REAL ESTATE SECTOR Index?,"['market_data.sp5eutl', 'market_data.sp5er11']"
What is the current value of the Consumer Discretionary Sector Index in the S&P General Industry Classification?,['market_data.sp5ecod']
"What is the current level of consumer confidence in the United States, according to The Conference Board?",['economic_indicators.consumer_confidence']
What is the yield of the 10-year US Treasury Government Bond right now?,['economic_indicators.trus10t']
"Which sector, the financials sector or the information technology sector, has shown better performance recently based on the S&P General Industry Classification Financials Sector Index and the S&P General Industry Classification Information Technology Sector Index?","['market_data.sp5efin', 'market_data.sp5eint']"
How has the performance of the Industrials sector been influenced by changes in the yield of 10-year US Treasury Government Bonds?,"['market_data.sp5eind', 'economic_indicators.trus10t']"
What is the Conference Board Leading Economic Indicators Index and how is it calculated?,"['economic_indicators.leading_index', 'economic_indicators.cpi']"
"How does the yield of the 10-year US Treasury Government Bond compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index? (rephrased)

How does the interest rate on the 10-year US Treasury Government Bond compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?","['economic_indicators.trus10t', 'market_data.sp5ecod']"
What does the S&P Utilities Sector Index represent?,['market_data.sp5eutl']
What is the current average change in prices of consumer items for all urban areas?,['economic_indicators.cpi_1']
Have there been any recent news articles about the merger between Company A and Company B that I can access through the news_data?,['news_data']
"Which sector index had a higher value, the Health Care Sector Index or the Financials Sector Index?","['market_data.sp5ehcr', 'market_data.sp5efin']"
"Based on the Non-Manufacturing ISM Report On Business, is the non-manufacturing economy in the United States generally expanding or declining?","['economic_indicators.ism_nonmfg', 'market_data.sp5eutl']"
Which sector does the S&P General Industry Classification Health Care Sector Index belong to? And which sector does the S&P General Industry Classification Consumer Staples Sector Index belong to?,"['market_data.sp5ehcr', 'market_data.sp5ecst']"
Has the average price of consumer items in the United States changed recently?,['economic_indicators.cpi_1']
"What is the total value of goods and services produced in the United States, regardless of nationality, as measured by the Gross Domestic Product (GDP)?",['economic_indicators.gdp_1']
Which index represents the consumer discretionary sector in the S&P General Industry Classification?,"['market_data.sp5ecod', 'market_data.sp5eutl']"
How does the ISM Purchasing Managers Index for the manufacturing sector impact the Consumer Staples Sector Index in the stock market?,"['economic_indicators.ism_mfg', 'market_data.sp5ecst']"
How is the Information Technology sector in the stock market currently doing?,['market_data.sp5eint']
How has the cost of goods and services for personal consumption in the United States changed over time?,['economic_indicators.gdp_price_index']
What is the current yield of the USA 10-year Government Benchmark bond and how does it impact the S&P General Industry Classification Energy Sector Index?,"['market_data.sp5eene', 'economic_indicators.trus10t']"
"In simple terms, has the cost of living gone up in the United States?",['economic_indicators.cpi']
How is the Consumer Discretionary Sector Index performing at the moment?,['market_data.sp5ecod']
How does the unemployment rate in the real estate industry compare to the overall unemployment rate in the United States?,"['economic_indicators.unemployment_rate', 'market_data.sp5er11']"
Does the S&P General Industry Classification include the health care sector?,['market_data.sp5ehcr']
How does consumer confidence in the United States affect the performance of the utilities sector?,"['market_data.sp5eutl', 'economic_indicators.consumer_confidence']"
"What is the ISM Purchasing Managers Index (MFG Survey) and how is it calculated?

The ISM Purchasing Managers Index (MFG Survey) is a monthly report compiled by the Institute for Supply Management in the United States. It is based on data collected from purchasing and supply executives across the country. The index measures the change, if any, in various indicators compared to the previous month, such as new orders, production, employment, and prices. The report shows the percentage of respondents reporting each response, the net difference between positive and negative responses, and a diffusion index that reflects the prevailing direction of change. The index is calculated by considering the percentage of positive responses plus half of those responding the same.",['economic_indicators.ism_mfg']
Did the average prices of goods and services that people buy for day-to-day living increase or decrease this month according to the Consumer Price Index for all urban items?,['economic_indicators.cpi_1']
Did the S&P Consumer Staples Sector Index perform better than the S&P Utilities Sector Index?,"['market_data.sp5ecst', 'market_data.sp5eutl']"
What is the most recent news article about the stock market that I can find in the news_data?,['news_data']
What is the current value of the leading economic indicators index for the United States?,['economic_indicators.leading_index']
How does the yield of the 10-year US Treasury Government Bond affect the Real Estate sector as represented by the S&P General Industry Classification REAL ESTATE SECTOR Index?,"['market_data.sp5er11', 'economic_indicators.trus10t']"
What is the current yield of the 10-year US Treasury Government Bond and how does it compare to the previous month's average price change for consumer items?,"['economic_indicators.trus10t', 'economic_indicators.cpi_1']"
Are there any recent news articles about the S&P General Industry Classification Health Care Sector Index?,"['news_data', 'market_data.sp5ehcr']"
"According to the ISM Purchasing Managers Index, is the manufacturing sector in the United States currently experiencing growth or contraction?",['economic_indicators.ism_mfg']
What does the Consumer Price Index (CPI) measure and include in its calculations?,['economic_indicators.cpi_1']
How has the overall cost of goods and services for personal consumption in the United States changed over the past five years?,['economic_indicators.gdp_price_index']
Is the current trend of the stock market benchmark index (STANDARD & POORS 500 COMPOSITE) positive or negative?,['market_data.s&pcomp']
What is the current level of the Federal Reserve's monthly index of industrial production?,['economic_indicators.industrial_production']
"Which sector index performed better last year, the Financials sector or the Health Care sector based on the S&P General Industry Classification indexes for each sector?","['market_data.sp5efin', 'market_data.sp5ehcr']"
"Which sector index has performed better, the Utilities Sector Index or the Communications Services Sector Index according to the S&P General Industry Classification?","['market_data.sp5eutl', 'market_data.sp5etel']"
"What does the industrial production index measure and how does it relate to the S&P 500 Composite? Specifically, how does it relate to the Industrials, Materials, and Consumer Staples Sector Index?","['economic_indicators.industrial_production', 'market_data.s&pcomp']"
How is the energy sector doing in the stock market right now?,['market_data.sp5eene']
How does the performance of the Real Estate sector index relate to the overall Gross Domestic Product (GDP) of the United States?,"['economic_indicators.gdp_1', 'market_data.sp5er11']"
How did the overall stock market perform yesterday according to the S&P 500 Composite?,['market_data.s&pcomp']
What is the basis for calculating the GDP?,['economic_indicators.gdp_price_index']
