question,expected_fields
What is the most recent information available about Apple?,['news_data']
What are the most important recent updates about Tesla?,['news_data']
What are the most important updates or developments regarding Apple that have occurred in the past week?,['news_data']
What's the latest information about Apple's performance and updates?,['news_data']
What is the latest news about the rise in prices for everyday things?,['news_data']
"In 2020, which company did the news talk about more often, Apple or Tesla?",['news_data']
Which company receives the most attention in the news?,['news_data']
Which company received the most media attention in the past week?,['news_data']
"In the past three months, which company, Apple or Microsoft, has had more news coverage?",['news_data']
What is the most recent information about Apple's company operations and developments?,['news_data']
What are the most recent updates or developments regarding Tesla?,['news_data']
What are the most important updates or developments regarding Apple that have been reported in the past week?,['news_data']
What's the latest information available about Apple in the news?,['news_data']
What is the latest news about the increase in prices of goods and services?,['news_data']
"In 2020, which company was talked about more in the news: Apple or Tesla?",['news_data']
Which company is mentioned the most in the news?,['news_data']
Which business received the most attention in the news over the past week?,['news_data']
"Which company, Apple or Microsoft, has received more news coverage in the past three months based on the information in the news_data?",['news_data']
Has there been any recent news about Tesla that is available in the news_data?,['news_data']
What are the most recent news articles about the oil industry that I can find in the news_data?,['news_data']
Have there been any recent news articles about Tesla that I can read?,['news_data']
What are the most recent news articles about Johnson & Johnson that I can find in the news_data?,['news_data']
Have there been any recent news articles about how tariffs are affecting car manufacturers?,['news_data']
Can you give me any recent news about how Brexit is affecting the economy in the UK?,['news_data']
What is the most recent information about Chevron's performance and operations?,['news_data']
Has there been any recent information about the joining of Disney and Fox?,['news_data']
Which companies are part of the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
Has the overall cost of living in the United States increased or decreased compared to the previous year?,['economic_indicators.gdp_price_index']
How is the Consumer Confidence Index determined and what factors does it take into account?,['economic_indicators.consumer_confidence']
How does the unemployment rate affect the performance of the real estate sector? (Answerable using the provided information),"['market_data.sp5er11', 'economic_indicators.unemployment_rate']"
How did the S&P 500 Composite perform in the past year?,"['external_data_source', 'market_data.s&pcomp']"
How has the S&P General Industry Classification Health Care Sector Index been performing lately?,['market_data.sp5ehcr']
Does the company belong to the S&P Financials Sector Index or the S&P Energy Sector Index according to the S&P General Industry Classification?,"['market_data.sp5efin', 'market_data.sp5eene']"
Is the REAL ESTATE SECTOR Index going up or down?,['market_data.sp5er11']
Do changes in the S&P Real Estate Sector Index correspond to changes in the Conference Board Leading Economic Indicators Index?,"['market_data.sp5er11', 'economic_indicators.leading_index']"
What is the current target level for the federal funds rate in the United States?,"['economic_indicators.leading_index', 'economic_indicators.fed_funds_rate']"
What are the important words related to the latest news in the news database?,['news_data']
What is the current unemployment rate in the United States?,"['economic_indicators.unemployment_rate', 'market_data.sp5eint']"
What is the current level of the ISM Purchasing Managers Index (MFG Survey) for the manufacturing sector in the United States?,['economic_indicators.ism_mfg']
Which sector index does the S&P General Industry Classification REAL ESTATE SECTOR Index belong to?,"['market_data.sp5eint', 'market_data.sp5er11']"
What does the GDP price index measure in terms of the overall cost of goods and services in the United States economy?,['economic_indicators.gdp_price_index']
How does the ISM Purchasing Managers Index (MFG Survey) impact the performance of the Information Technology sector?,"['economic_indicators.ism_mfg', 'market_data.sp5eint']"
"What sector does the company with the ticker symbol XYZ belong to, according to the S&P General Industry Classification Utilities Sector Index and the S&P General Industry Classification REAL ESTATE SECTOR Index?","['market_data.sp5eutl', 'market_data.sp5er11']"
What is the current worth of the Consumer Discretionary Sector Index in the S&P General Industry Classification?,['market_data.sp5ecod']
What is the current level of consumer confidence in the United States?,['economic_indicators.consumer_confidence']
What is the current yield of the 10-year US Treasury Government Bond?,['economic_indicators.trus10t']
"Which sector, the financials sector or the information technology sector, has had better performance recently according to the S&P General Industry Classification indexes?","['market_data.sp5efin', 'market_data.sp5eint']"
How has the performance of the Industrials sector been influenced by changes in the yield of the 10-year US Treasury Government Bond?,"['market_data.sp5eind', 'economic_indicators.trus10t']"
What is the Conference Board Leading Economic Indicators Index and how is it calculated?,"['economic_indicators.leading_index', 'economic_indicators.cpi']"
How does the yield of the 10-year US Treasury Government Bond compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?,"['economic_indicators.trus10t', 'market_data.sp5ecod']"
What does the S&P Utilities Sector Index represent and how does it relate to my retirement savings?,['market_data.sp5eutl']
What is the current measure of average price change for the goods and services that people buy for day-to-day living in urban areas?,['economic_indicators.cpi_1']
Have there been any news articles in the refinitive database or reuters news warehouse about the recent merger between Company A and Company B?,['news_data']
"Which sector index had a higher value, the S&P General Industry Classification Health Care Sector Index or the S&P General Industry Classification Financials Sector Index?","['market_data.sp5ehcr', 'market_data.sp5efin']"
"Is the non-manufacturing economy in the United States generally expanding or declining, based on the ISM Non-Manufacturing Survey Index?","['economic_indicators.ism_nonmfg', 'market_data.sp5eutl']"
Which sector does the S&P General Industry Classification Health Care Sector Index belong to? And which sector does the S&P General Industry Classification Consumer Staples Sector Index belong to?,"['market_data.sp5ehcr', 'market_data.sp5ecst']"
Has the cost of living in the United States changed recently?,['economic_indicators.cpi_1']
How much money is generated by the production of goods and services in the United States?,['economic_indicators.gdp_1']
"Which sector index represents the consumer discretionary sector, the S&P General Industry Classification Consumer Discretionary Sector Index or the S&P General Industry Classification Utilities Sector Index?","['market_data.sp5ecod', 'market_data.sp5eutl']"
How does the ISM Purchasing Managers Index for the manufacturing sector impact the performance of the Consumer Staples Sector Index in the stock market?,"['economic_indicators.ism_mfg', 'market_data.sp5ecst']"
How is the Information Technology sector performing currently according to the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
How has the cost of goods and services that people buy for day-to-day living in the United States changed over time?,['economic_indicators.gdp_price_index']
What is the current yield of the USA 10-year Government Benchmark bond and how does it impact the S&P General Industry Classification Energy Sector Index?,"['market_data.sp5eene', 'economic_indicators.trus10t']"
Has the cost of living in the United States gone up?,['economic_indicators.cpi']
How is the Consumer Discretionary Sector Index doing currently?,['market_data.sp5ecod']
How does the unemployment rate in the real estate sector compare to the overall unemployment rate?,"['economic_indicators.unemployment_rate', 'market_data.sp5er11']"
Does the S&P General Industry Classification include the health care sector?,['market_data.sp5ehcr']
"Does the confidence of consumers in the United States affect the performance of the utilities sector, as indicated by the S&P General Industry Classification Utilities Sector Index?","['market_data.sp5eutl', 'economic_indicators.consumer_confidence']"
What is the ISM Purchasing Managers Index (MFG Survey) and how is it calculated?,['economic_indicators.ism_mfg']
Has the average price of goods and services that people buy for day-to-day living increased or decreased this month?,['economic_indicators.cpi_1']
Did the S&P Consumer Staples Sector Index perform better than the S&P Utilities Sector Index?,"['market_data.sp5ecst', 'market_data.sp5eutl']"
What is the most recent news article about the stock market's impact on the real estate sector?,['news_data']
What is the current value of the leading economic indicators index for the United States?,['economic_indicators.leading_index']
How does the yield of the 10-year US Treasury Government Bond affect the Real Estate sector as represented by the S&P General Industry Classification REAL ESTATE SECTOR Index?,"['market_data.sp5er11', 'economic_indicators.trus10t']"
What is the current yield of the 10-year US Treasury Government Bond and how does it compare to the previous month's Consumer Price Index (CPI)?,"['economic_indicators.trus10t', 'economic_indicators.cpi_1']"
Are there any recent news articles about the health care sector in the S&P General Industry Classification Health Care Sector Index?,"['news_data', 'market_data.sp5ehcr']"
Is the manufacturing sector in the United States currently growing or shrinking according to the ISM Purchasing Managers Index?,['economic_indicators.ism_mfg']
What does the Consumer Price Index (CPI) measure and include in its calculations?,['economic_indicators.cpi_1']
How has the overall cost of goods and services in the United States changed over the past five years?,['economic_indicators.gdp_price_index']
"Is the stock market benchmark index, the STANDARD & POORS 500 COMPOSITE, currently going up or down?",['market_data.s&pcomp']
What is the current level of the Industrial Production Index in the United States?,['economic_indicators.industrial_production']
"Which sector index performed better last year, the Financials sector or the Health Care sector according to the S&P General Industry Classification indexes for each sector?","['market_data.sp5efin', 'market_data.sp5ehcr']"
"Which sector index, Utilities or Communications Services, has had a better performance in the S&P General Industry Classification?","['market_data.sp5eutl', 'market_data.sp5etel']"
What is the industrial production index and how does it relate to the S&P 500 Composite?,"['economic_indicators.industrial_production', 'market_data.s&pcomp']"
How is the energy sector doing in the stock market right now?,['market_data.sp5eene']
How does the performance of the Real Estate sector index relate to the overall Gross Domestic Product (GDP) of the United States?,"['economic_indicators.gdp_1', 'market_data.sp5er11']"
"How did the stock market benchmark index, the S&P 500 Composite, perform yesterday?",['market_data.s&pcomp']
What is the Gross Domestic Product (GDP) based on?,['economic_indicators.gdp_price_index']
Does the S&P General Industry Classification Health Care Sector Index play a role in determining the GDP?,"['market_data.sp5ehcr', 'economic_indicators.gdp_price_index']"
Does the S&P General Industry Classification Consumer Discretionary Sector Index correlate with the Consumer Price Index (CPI) for all urban items?,"['market_data.sp5ecod', 'economic_indicators.cpi_1']"
What does the CPI measure and how often is it updated in order to determine the average change in prices of consumer items over time?,['economic_indicators.cpi_1']
"What is the current value of the S&P 500 Composite, which is a stock market benchmark index?",['market_data.s&pcomp']
Do changes in the S&P General Industry Classification Information Technology Sector Index have any impact on the Consumer Confidence Index?,"['market_data.sp5eint', 'economic_indicators.consumer_confidence']"
"Which sector, the Financials Sector or the Industrials Sector, has had a better performance according to the S&P General Industry Classification?","['market_data.sp5efin', 'market_data.sp5eind']"
How does the Consumer Confidence Index measure how consumers feel about the current state of business and employment?,['economic_indicators.consumer_confidence']
