question,expected_fields
What is the most recent information about the company Apple?,['news_data']
What are the five most important updates about Tesla?,['news_data']
What are the three most recent important updates or developments related to Apple in the past week that could potentially impact their business or products?,['news_data']
What is the latest information about the recent developments or updates regarding Apple?,['news_data']
What is the latest news about rising prices and its impact on the economy?,['news_data']
"In 2020, which company got more attention in the news, Apple or Tesla?",['news_data']
Which company is mentioned most frequently in the news?,['news_data']
Which company received the most media attention in the past week?,['news_data']
"In the past 3 months, which company, Apple or Microsoft, has been talked about more in the news?",['news_data']
What is the most recent information about Apple?,['news_data']
What are the latest updates about Tesla?,['news_data']
What are the three most recent updates about Apple in the past week?,['news_data']
What is the latest information about Apple that can be found in the news?,['news_data']
What is the latest news about rising prices and its impact on the economy?,['news_data']
"In 2020, was Apple or Tesla talked about more in the news?",['news_data']
Which company has the most news articles about it in the news_data database?,['news_data']
Which company received the most news coverage in the past week based on the news_data?,['news_data']
"Which company has been featured in more news articles in the past 3 months, Apple or Microsoft, based on the news_data?",['news_data']
Is there any recent information about Tesla in the news_data?,['news_data']
What are the most recent news articles about the oil industry that can help me save money and improve my family's financial security?,['news_data']
What recent articles have been published about Tesla in the news?,['news_data']
What is the most recent news about Johnson & Johnson that I can find in the news data?,['news_data']
Are there any recent news articles about how taxes on imported cars are affecting the car industry?,['news_data']
Can you give me any recent news articles that talk about how Brexit has affected the economy of the United Kingdom?,['news_data']
What is the most recent information about Chevron that I can find in the news_data?,['news_data']
Has there been any recent update on the merger between Disney and Fox?,['news_data']
Which companies are listed in the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
Has the price level of goods and services in the United States increased or decreased compared to the previous year?,['economic_indicators.gdp_price_index']
"How is the Consumer Confidence Index calculated based on consumers' perceptions of current business and employment conditions, as well as their expectations for six months?",['economic_indicators.consumer_confidence']
How does the unemployment rate impact the performance of the real estate sector?,"['market_data.sp5er11', 'economic_indicators.unemployment_rate']"
"How did the S&P 500 Composite perform in the past year compared to other sector indices like the Financials, Industrials, Materials, and Consumer Staples?","['external_data_source', 'market_data.s&pcomp']"
How has the S&P General Industry Classification Health Care Sector Index been doing lately?,['market_data.sp5ehcr']
Does the company belong to the S&P Financials Sector Index or the S&P Energy Sector Index according to the market_data?,"['market_data.sp5efin', 'market_data.sp5eene']"
Is the index for the Real Estate sector going up or down?,['market_data.sp5er11']
Do the S&P Real Estate Sector Index and the Conference Board Leading Economic Indicators Index have a relationship or connection?,"['market_data.sp5er11', 'economic_indicators.leading_index']"
What is the current target interest rate set by the Federal Reserve for open market operations in the United States?,"['economic_indicators.leading_index', 'economic_indicators.fed_funds_rate']"
What are the main words related to the latest news in the news database?,['news_data']
What is the current unemployment rate in the United States according to the Bureau of Labor Statistics?,"['economic_indicators.unemployment_rate', 'market_data.sp5eint']"
What is the current index that measures the health of the manufacturing sector in the United States based on a survey of purchasing and supply executives?,['economic_indicators.ism_mfg']
Which sector index does the S&P General Industry Classification Information Technology Sector Index belong to?,"['market_data.sp5eint', 'market_data.sp5er11']"
What does the GDP price index measure in terms of the United States economy?,['economic_indicators.gdp_price_index']
How does the ISM Purchasing Managers Index (MFG Survey) impact the Information Technology sector?,"['economic_indicators.ism_mfg', 'market_data.sp5eint']"
What sector does the company with the ticker symbol XYZ belong to according to the S&P General Industry Classification Utilities Sector Index?,"['market_data.sp5eutl', 'market_data.sp5er11']"
How much is the Consumer Discretionary Sector Index worth right now?,['market_data.sp5ecod']
What is the current level of consumer confidence in the United States?,['economic_indicators.consumer_confidence']
What is the current yield of the 10-year US Treasury Government Bond?,['economic_indicators.trus10t']
"Which sector, the financials sector or the information technology sector, has shown better performance based on the S&P General Industry Classification Financials Sector Index and the S&P General Industry Classification Information Technology Sector Index?","['market_data.sp5efin', 'market_data.sp5eint']"
How has the performance of the Industrials sector been influenced by changes in the yield of the USA 10-year Government Benchmark bond?,"['market_data.sp5eind', 'economic_indicators.trus10t']"
What is the Conference Board Leading Economic Indicators Index and how is it calculated?,"['economic_indicators.leading_index', 'economic_indicators.cpi']"
"How does the yield of the 10-year US Treasury Government Bond compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?

How does the interest rate of the 10-year US Treasury Government Bond compare to the performance of the S&P General Industry Classification Consumer Discretionary Sector Index?","['economic_indicators.trus10t', 'market_data.sp5ecod']"
What does the S&P Utilities Sector Index represent in the market_data?,['market_data.sp5eutl']
What is the current average price change for consumer items in all urban areas?,['economic_indicators.cpi_1']
What information is available in the news articles about the recent combining of Company A and Company B?,['news_data']
"Which sector index had a higher value, the S&P Health Care Sector Index or the S&P Financials Sector Index?","['market_data.sp5ehcr', 'market_data.sp5efin']"
Is the Non-Manufacturing economy generally expanding or declining according to the ISM Non-Manufacturers Survey Index?,"['economic_indicators.ism_nonmfg', 'market_data.sp5eutl']"
Which sector does the S&P General Industry Classification Health Care Sector Index belong to? And which sector does the S&P General Industry Classification Consumer Staples Sector Index belong to?,"['market_data.sp5ehcr', 'market_data.sp5ecst']"
Has the average price of consumer items in the United States changed recently according to the Consumer Price Index?,['economic_indicators.cpi_1']
"How much is the total market value of goods and services produced by labor and property in the United States, regardless of nationality?",['economic_indicators.gdp_1']
Which sector index represents the consumer discretionary sector out of the S&P General Industry Classification?,"['market_data.sp5ecod', 'market_data.sp5eutl']"
How does the ISM Purchasing Managers Index for the manufacturing sector impact the Consumer Staples Sector Index?,"['economic_indicators.ism_mfg', 'market_data.sp5ecst']"
How is the Information Technology sector doing right now according to the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
How has the cost of goods and services for everyday living in the United States changed over time?,['economic_indicators.gdp_price_index']
What is the current yield of the USA 10-year Government Benchmark bond and how does it impact the S&P General Industry Classification Energy Sector Index?,"['market_data.sp5eene', 'economic_indicators.trus10t']"
Has the cost of living in the United States gone up?,['economic_indicators.cpi']
Is the Consumer Discretionary Sector Index doing good or bad right now?,['market_data.sp5ecod']
How does the unemployment rate in the real estate sector compare to the overall unemployment rate?,"['economic_indicators.unemployment_rate', 'market_data.sp5er11']"
Does the S&P General Industry Classification include the health care sector?,['market_data.sp5ehcr']
"Does the confidence level of consumers in the United States affect the performance of the utilities sector, as indicated by the S&P General Industry Classification Utilities Sector Index?","['market_data.sp5eutl', 'economic_indicators.consumer_confidence']"
"What is the ISM Purchasing Managers Index (MFG Survey) and how is it calculated? (Rephrased)

What does the ISM Purchasing Managers Index (MFG Survey) measure and how is it determined?",['economic_indicators.ism_mfg']
Did the prices of goods and services that people buy for day-to-day living increase or decrease this month according to the Consumer Price Index for all urban items?,['economic_indicators.cpi_1']
"Which index performed better, the S&P Consumer Staples Sector Index or the S&P Utilities Sector Index?","['market_data.sp5ecst', 'market_data.sp5eutl']"
What is the most recent news article about the stock market that I can find in the news_data?,['news_data']
What is the current value of the leading economic indicators index for the United States?,['economic_indicators.leading_index']
How does the yield of the 10-year US Treasury Government Bond affect the Real Estate sector according to the S&P General Industry Classification REAL ESTATE SECTOR Index?,"['market_data.sp5er11', 'economic_indicators.trus10t']"
What is the current yield of the 10-year US Treasury Government Bond and how does it compare to the previous month's Consumer Price Index?,"['economic_indicators.trus10t', 'economic_indicators.cpi_1']"
Are there any recent news articles about the health care industry in the S&P General Industry Classification Health Care Sector Index?,"['news_data', 'market_data.sp5ehcr']"
"According to the ISM Purchasing Managers Index, is the manufacturing sector in the United States growing or shrinking?",['economic_indicators.ism_mfg']
"What does the CPI measure and include in its calculations?
Rephrased question: What does the CPI measure and what is included in its calculations?",['economic_indicators.cpi_1']
How has the overall price of goods and services in the United States changed over the past five years?,['economic_indicators.gdp_price_index']
Is the stock market benchmark index currently showing an upward or downward trend?,['market_data.s&pcomp']
What is the current level of the Industrial Production Index in the United States?,['economic_indicators.industrial_production']
"Which sector index performed better last year, the Financials sector or the Health Care sector according to the S&P General Industry Classification?","['market_data.sp5efin', 'market_data.sp5ehcr']"
"Which sector index has performed better, the Utilities Sector Index or the Communications Services Sector Index according to the S&P General Industry Classification?","['market_data.sp5eutl', 'market_data.sp5etel']"
What is the industrial production index and how does it relate to the S&P 500 Composite?,"['economic_indicators.industrial_production', 'market_data.s&pcomp']"
How is the energy sector doing in the stock market right now?,['market_data.sp5eene']
How does the performance of the Real Estate sector index relate to the overall Gross Domestic Product (GDP) of the United States?,"['economic_indicators.gdp_1', 'market_data.sp5er11']"
How did the overall stock market perform yesterday according to the S&P 500 Composite?,['market_data.s&pcomp']
What factors are used to calculate the GDP?,['economic_indicators.gdp_price_index']
Does the calculation of the GDP include the health care sector?,"['market_data.sp5ehcr', 'economic_indicators.gdp_price_index']"
