question,expected_fields
What are the most recent updates regarding Apple's activities and developments in the tech industry?,['news_data']
What are the most significant developments or updates regarding Tesla that have recently been reported in the tech industry and cryptocurrency community?,['news_data']
What are the most significant recent developments or updates related to Apple's activities or products in the past week?,['news_data']
What are the latest developments in the Apple ecosystem?,['news_data']
What is the latest headline regarding the impact of rising prices on the economy?,['news_data']
"Based on the news_data, which company had a higher frequency of mentions in the news throughout the year 2020 - Apple or Tesla?",['news_data']
Which company has the highest media attention or press coverage based on the data available in news_data?,['news_data']
Which company received the highest amount of media attention in the past seven days based on news coverage?,['news_data']
"From the available news_data, which company, Apple or Microsoft, has received more news coverage in the past 3 months?",['news_data']
What are the most recent updates regarding Apple's technology advancements and developments?,['news_data']
"What are the most recent developments and updates regarding Tesla, particularly in terms of technological advancements and market trends?",['news_data']
What are the three most significant recent updates regarding Apple's activities and developments?,['news_data']
What are the latest updates on Apple's technological advancements and innovations?,['news_data']
What was the latest headline regarding rising prices and the decreasing value of fiat currencies?,['news_data']
"In 2020, which tech giant, Apple or Tesla, received more media coverage based on news data?",['news_data']
Which company has the highest amount of media attention in terms of news coverage?,['news_data']
Which company received the highest media attention in the past week based on news_data?,['news_data']
"Based on the news_data, which company, Apple or Microsoft, has received more news coverage in the past 3 months?",['news_data']
Are there any recent updates about Tesla in the tech industry or cryptocurrency market?,['news_data']
What are the most recent tech-related articles discussing cryptocurrencies?,['news_data']
What recent articles have been published regarding Tesla's activities and developments?,['news_data']
What are the most recent articles discussing updates and developments related to Johnson & Johnson in the context of the technology industry and its impact on cryptocurrencies?,['news_data']
Are there any recent news articles discussing how tariffs are affecting the automotive industry?,['news_data']
Can you share any recent articles from Reuters or Refinitiv that discuss the impact of Brexit on the UK economy?,['news_data']
What is the most recent update regarding Chevron's involvement in the real estate sector?,['news_data']
Has there been any update regarding the recent acquisition of 21st Century Fox by The Walt Disney Company?,['news_data']
Which companies are part of the S&P General Industry Classification Information Technology Sector Index?,['market_data.sp5eint']
Has the overall price level of personal consumption expenditures in the United States increased or decreased compared to the previous year?,['economic_indicators.gdp_price_index']
"How is the Consumer Confidence Index calculated based on consumers' perceptions of current business and employment conditions, as well as their expectations for six months regarding business conditions, employment, and income?",['economic_indicators.consumer_confidence']
"How does the unemployment rate impact the performance of the real estate sector, as measured by the S&P General Industry Classification REAL ESTATE SECTOR Index?","['market_data.sp5er11', 'economic_indicators.unemployment_rate']"
"How has the performance of the S&P 500 Composite, the stock market benchmark index, been in the past year?","['external_data_source', 'market_data.s&pcomp']"
How has the performance of the S&P General Industry Classification Health Care Sector Index been lately?,['market_data.sp5ehcr']
Is the company included in the S&P General Industry Classification Financials Sector Index or the S&P General Industry Classification Energy Sector Index?,"['market_data.sp5efin', 'market_data.sp5eene']"
"Is the market_data.sp5er11, which represents the S&P General Industry Classification REAL ESTATE SECTOR Index, experiencing an upward or downward trend?",['market_data.sp5er11']
